,year,rank,name,citizenship,age,net_worth,residence,source,category,continents
1844,2011.0,833.0,Fu Guangming & family,China,57.0,1.5,,poultry,,Asia
1845,2011.0,833.0,He Xuechu,Hong Kong,48.0,1.5,,Mining,,Asia
1846,2011.0,833.0,Emilio Botin,Spain,76.0,1.5,,banking,,Europe
1847,2011.0,833.0,Hubert Burda,Germany,71.0,1.5,,publishing,,Europe
1848,2011.0,833.0,Ralph Dommermuth,Germany,47.0,1.5,,internet service provider,,Europe
1849,2011.0,833.0,Ennio Doris & family,Italy,70.0,1.5,,insurance,,Europe
1850,2011.0,833.0,Belmiro de Azevedo,Portugal,73.0,1.5,,Retail,,Europe
1851,2011.0,833.0,S. Daniel Abraham,United States,86.0,1.5,,Slim-Fast,,North America
1852,2011.0,833.0,Edward Bass,United States,66.0,1.5,,"oil, investments",,North America
1853,2011.0,833.0,Drayton McLane,United States,74.0,1.5,,"Wal-Mart, logistics",,North America
1854,2011.0,833.0,Phoebe Hearst Cooke,United States,84.0,1.5,,Hearst Corp,,North America
1855,2011.0,833.0,Richard Peery,United States,72.0,1.5,,real estate,,North America
1856,2011.0,833.0,Joe Jamail,United States,85.0,1.5,,Lawsuits,,North America
1857,2011.0,833.0,Michael Price,United States,58.0,1.5,,Investments,,North America
1858,2011.0,833.0,Robert Kraft,United States,69.0,1.5,,New England Patriots,,North America
1859,2011.0,833.0,Tom Golisano,United States,69.0,1.5,,Paychex,,North America
1860,2011.0,833.0,Stephen Bisciotti,United States,51.0,1.5,,"outsourcing, football",,North America
1861,2011.0,833.0,Francesco Gaetano Caltagirone,Italy,68.0,1.5,,"cement, diversified",,Europe
1862,2011.0,833.0,Thomas Friedkin,United States,75.0,1.5,,Gulf States Toyota,,North America
1863,2011.0,833.0,Wilma Tisch,United States,83.0,1.5,,Loews,,North America
1864,2011.0,833.0,Brad Kelley,United States,54.0,1.5,,tobacco,,North America
1865,2011.0,833.0,Brijmohan Lall Munjal,India,87.0,1.5,,motorcycles,,Asia
1866,2011.0,833.0,Ayman Hariri,Lebanon,32.0,1.5,,"construction, investments",,Asia
1867,2011.0,833.0,Fahd Hariri,Lebanon,30.0,1.5,,"construction, investments",,Asia
1868,2011.0,833.0,James Dinan,United States,51.0,1.5,,hedge funds,,North America
1869,2011.0,833.0,Thomas Barrack,United States,63.0,1.5,,Colony Capital,,North America
1870,2011.0,833.0,Andrei Kozitsyn,Russia,50.0,1.5,,metals,,Asia
1871,2011.0,833.0,Peter Thiel,United States,43.0,1.5,,"Paypal, Facebook",,North America
1872,2011.0,833.0,Marc Lasry,United States,50.0,1.5,,hedge funds,,North America
1873,2011.0,833.0,Marc Rowan,United States,49.0,1.5,,leveraged buyouts,,North America
1874,2011.0,833.0,Paul Ramsay,Australia,75.0,1.5,,"healthcare, media ",,Oceania
1875,2011.0,833.0,Danil Khachaturov,Russia,39.0,1.5,,"Insurance, banking, real estate",,Asia
1876,2011.0,833.0,Sergei Sarkisov,Russia,51.0,1.5,,insurance &amp; real estate,,Asia
1877,2011.0,833.0,Nikolai Sarkisov,Russia,42.0,1.5,,"insurance, real estate",,Asia
1878,2011.0,833.0,Yuriy Kosiuk,Ukraine,42.0,1.5,,agriculture,,Europe
1879,2011.0,833.0,Aras Agalarov,Russia,55.0,1.5,,"retail, real estate",,Asia
1880,2011.0,833.0,Yuri Kovalchuk,Russia,59.0,1.5,,"banking, insurance, media",,Asia
1881,2011.0,833.0,Viktor Kharitonin,Russia,38.0,1.5,,pharmaceuticals,,Asia
1882,2011.0,833.0,Norman Braman,United States,78.0,1.5,,"art, car dealerships",,North America
1883,2011.0,833.0,Garibaldi Thohir,Indonesia,45.0,1.5,,Coal,,Asia
1884,2011.0,833.0,K. Anji Reddy,India,69.0,1.5,,pharmaceuticals,,Asia
1885,2011.0,833.0,Robert Miller,United Kingdom,,1.5,,Retail,,Europe
1886,2011.0,833.0,Dmitry Mazepin,Russia,42.0,1.5,,chemicals,,Asia
1887,2011.0,833.0,Michael Chiang,Taiwan,58.0,1.5,,TPK Holdings,,Asia
1888,2011.0,833.0,Zhang Changhong,China,53.0,1.5,,finance,,Asia
1889,2011.0,879.0,An Kang,China,62.0,1.4,,pharmaceuticals,,Asia
1890,2011.0,879.0,Chen Yihong,China,53.0,1.4,,Retail,,Asia
1891,2011.0,879.0,Qiu Guanghe,China,59.0,1.4,,Retail,,Asia
1892,2011.0,879.0,Jiang Bin,China,44.0,1.4,,electronics,,Asia
1893,2011.0,879.0,Liu Gexin,China,59.0,1.4,,pharmaceuticals,,Asia
1894,2011.0,879.0,Soichiro Fukutake,Japan,65.0,1.4,,education,,Asia
1895,2011.0,879.0,Richard Li,Hong Kong,44.0,1.4,,telecommunications,,Asia
1896,2011.0,879.0,Gabriel Escarrer, N/A,76.0,1.4,,hotels,,
1897,2011.0,879.0,Koo Bon-Moo,South Korea,66.0,1.4,,LG,,Asia
1898,2011.0,879.0,Bulent Eczacibasi,Turkey,61.0,1.4,,pharmaceuticals,,Asia
1899,2011.0,879.0,Gregorio Perez Companc & family,Argentina,76.0,1.4,,food products,,South America
1900,2011.0,879.0,Scott Cook,United States,58.0,1.4,,Intuit,,North America
1901,2011.0,879.0,Roger Penske,United States,74.0,1.4,,cars,,North America
1902,2011.0,879.0,John Arrillaga,United States,73.0,1.4,,real estate,,North America
1903,2011.0,879.0,Herbert Simon,United States,76.0,1.4,,real estate,,North America
1904,2011.0,879.0,Thomas Lee,United States,66.0,1.4,,leveraged buyouts,,North America
1905,2011.0,879.0,Robert McNair,United States,74.0,1.4,,"energy, sports",,North America
1906,2011.0,879.0,John Fisher,United States,49.0,1.4,,Gap,,North America
1907,2011.0,879.0,David Filo,United States,44.0,1.4,,Yahoo,,North America
1908,2011.0,879.0,Gerald J. Ford,United States,66.0,1.4,,banking,,North America
1909,2011.0,879.0,Gary Magness,United States,57.0,1.4,,"cable, investments",,North America
1910,2011.0,879.0,Vinod Khosla,United States,56.0,1.4,,"Sun Microsystems, venture capital",,North America
1911,2011.0,879.0,Romesh T. Wadhwani,United States,63.0,1.4,,Software,,North America
1912,2011.0,879.0,Bassam Alghanim,Kuwait,,1.4,,Diversified,,Asia
1913,2011.0,879.0,Stefano Pessina,Italy,69.0,1.4,,pharmaceuticals,,Europe
1914,2011.0,879.0,T. Boone Pickens,United States,82.0,1.4,,"oil &amp; gas, investments",,North America
1915,2011.0,879.0,Richard Hayne,United States,63.0,1.4,,Urban Outfitters,,North America
1916,2011.0,879.0,Vijay Mallya,India,55.0,1.4,,liquor,,Asia
1917,2011.0,879.0,Stewart Rahr,United States,65.0,1.4,,Kinray,,North America
1918,2011.0,879.0,Samih Sawiris,Egypt,54.0,1.4,,hotels,,Africa
1919,2011.0,879.0,Gary Michelson,United States,62.0,1.4,,medical patents,,North America
1920,2011.0,879.0,Ron Baron,United States,67.0,1.4,,money managment,,North America
1921,2011.0,879.0,Ajay Piramal,India,55.0,1.4,,pharmaceuticals,,Asia
1922,2011.0,879.0,Kutayba Alghanim,Kuwait,64.0,1.4,,Diversified,,Asia
1923,2011.0,879.0,Tuncay Ozilhan,Turkey,63.0,1.4,,Beverages,,Asia
1924,2011.0,879.0,Malone Mitchell,United States,49.0,1.4,,oil &amp; gas,,North America
1925,2011.0,879.0,Vikas Oberoi,India,40.0,1.4,,real estate,,Asia
1926,2011.0,879.0,Enrique Banuelos,Spain,45.0,1.4,,real estate,,Europe
1927,2011.0,879.0,Johnelle Hunt,United States,79.0,1.4,,transportation,,North America
1928,2011.0,879.0,Christopher Chandler,New Zealand,51.0,1.4,,Investments,,Oceania
1929,2011.0,879.0,Ray Davis,United States,68.0,1.4,,pipelines,,North America
1930,2011.0,879.0,Thomas Peterffy,United States,66.0,1.4,,Interactive Brokers Group,,North America
1931,2011.0,879.0,Ahsen Ozokur,Turkey,60.0,1.4,,food manufacturing,,Asia
1932,2011.0,879.0,Deniz Sahenk,Turkey,65.0,1.4,,bank and media,,Asia
1933,2011.0,879.0,Michael Hintze,Australia,57.0,1.4,,hedge funds,,Oceania
1934,2011.0,879.0,Noam Gottesman,United States,49.0,1.4,,GLG Partners,,North America
1935,2011.0,879.0,Henry Ross Perot Jr,United States,52.0,1.4,,"computer services, real estate",,North America
1936,2011.0,879.0,James Irsay,United States,51.0,1.4,,Indianapolis Colts,,North America
1937,2011.0,879.0,Michael Federmann & family,Israel,67.0,1.4,,"defense, hotels",,Asia
1938,2011.0,879.0,Joao Alves de Queiroz Filho,Brazil,58.0,1.4,,consumer goods,,South America
1939,2011.0,879.0,Elaine Wynn,United States,67.0,1.4,,hotels,,North America
1940,2011.0,879.0,Yu Yong,China,,1.4,,Investments,,Asia
1941,2011.0,879.0,Albert Yeung,Hong Kong,67.0,1.4,,Diversified,,Asia
1942,2011.0,879.0,Reinold Geiger,France,63.0,1.4,,Cosmetics,,Europe
1943,2011.0,879.0,Ali Metin Kazanci,Turkey,76.0,1.4,,Energy,,Asia
1944,2011.0,879.0,Han Junliang,China,46.0,1.4,,Manufacturing,,Asia
1945,2011.0,879.0,Lina Maria Aguiar,Brazil,,1.4,,banking,,South America
1946,2011.0,879.0,Vladimir Gridin & family,Russia,55.0,1.4,,"coal, engineering",,Asia
1947,2011.0,879.0,Samvel Karapetyan,Russia,45.0,1.4,,development,,Asia
1948,2011.0,938.0,Qi Jinxing,China,49.0,1.3,,real estate,,Asia
1949,2011.0,938.0,Shen Wenrong,China,65.0,1.3,,Steel,,Asia
1950,2011.0,938.0,Huang Rulun,China,59.0,1.3,,real estate,,Asia
1951,2011.0,938.0,Tong Jinquan,China,56.0,1.3,,real estate,,Asia
1952,2011.0,938.0,Li Zhenjiang,China,54.0,1.3,,pharmaceuticals,,Asia
1953,2011.0,938.0,Zhu Xingliang,China,51.0,1.3,,interior decorating,,Asia
1954,2011.0,938.0,Sun Piaoyang,China,52.0,1.3,,pharmaceuticals,,Asia
1955,2011.0,938.0,Zhang Zhongneng & family,China,48.0,1.3,,aluminum,,Asia
1956,2011.0,938.0,Tsai Ming-kai,Taiwan,,1.3,,semiconductors,,Asia
1957,2011.0,938.0,Fang Wei,China,37.0,1.3,,Manufacturing,,Asia
1958,2011.0,938.0,Liu Baolin,China,57.0,1.3,,drug distribution,,Asia
1959,2011.0,938.0,Choy Kam Lok & family,Hong Kong,69.0,1.3,,pharmaceuticals,,Asia
1960,2011.0,938.0,Julio Bozano,Brazil,75.0,1.3,,banking,,South America
1961,2011.0,938.0,David Sainsbury,United Kingdom,70.0,1.3,,Retail,,Europe
1962,2011.0,938.0,Ryoichi Jinnai,Japan,84.0,1.3,,consumer lending,,Asia
1963,2011.0,938.0,Christopher Goldsbury,United States,68.0,1.3,,salsa,,North America
1964,2011.0,938.0,Kenneth Langone,United States,75.0,1.3,,Investments,,North America
1965,2011.0,938.0,Arthur Blank,United States,68.0,1.3,,Home Depot,,North America
1966,2011.0,938.0,David Duffield,United States,70.0,1.3,,PeopleSoft,,North America
1967,2011.0,938.0,Barry Diller,United States,69.0,1.3,,IAC/InterActiveCorp,,North America
1968,2011.0,938.0,Billy Joe McCombs,United States,83.0,1.3,,"radio, oil, real estate",,North America
1969,2011.0,938.0,Alfred James Clark,United States,83.0,1.3,,construction,,North America
1970,2011.0,938.0,Jerry Yang,United States,42.0,1.3,,Yahoo,,North America
1971,2011.0,938.0,Steve Case,United States,52.0,1.3,,AOL,,North America
1972,2011.0,938.0,Meg Whitman,United States,54.0,1.3,,Ebay,,North America
1973,2011.0,938.0,Diego Della Valle,Italy,57.0,1.3,,Retail,,Europe
1974,2011.0,938.0,Jean Coutu,Canada,83.0,1.3,,pharmacies,,North America
1975,2011.0,938.0,John Brown,United States,76.0,1.3,,Stryker Corp.,,North America
1976,2011.0,938.0,Joop van den Ende,Netherlands,69.0,1.3,,TV,,Europe
1977,2011.0,938.0,Abdulla Al Futtaim,United Arab Emirates,,1.3,,"auto dealers, investments",,Asia
1978,2011.0,938.0,Stephen Jarislowsky,Canada,85.0,1.3,,finance,,North America
1979,2011.0,938.0,Peter Unger,Germany,66.0,1.3,,auto repair,,Europe
1980,2011.0,938.0,Charles Brandes,United States,68.0,1.3,,money management,,North America
1981,2011.0,938.0,Baba Kalyani,India,62.0,1.3,,Engineering,,Asia
1982,2011.0,938.0,Juan Abello,Spain,69.0,1.3,,Investments,,Europe
1983,2011.0,938.0,Mehmet Sinan Tara,Turkey,52.0,1.3,,construction,,Asia
1984,2011.0,938.0,Timur Kulibaev,Kazakhstan,44.0,1.3,,banking,,Asia
1985,2011.0,938.0,Dinara Kulibaeva,Kazakhstan,43.0,1.3,,banking,,Asia
1986,2011.0,938.0,Alexander Knaster,United States,52.0,1.3,,"oil, telecom, banking",,North America
1987,2011.0,938.0,Thomas Straumann,Switzerland,47.0,1.3,,dental implants,,Europe
1988,2011.0,938.0,Ahmet Calik,Turkey,53.0,1.3,,energy/textiles,,Asia
1989,2011.0,938.0,Faruk Eczacibasi,Turkey,56.0,1.3,,pharmaceuticals,,Asia
1990,2011.0,938.0,Leon Charney,United States,69.0,1.3,,real estate,,North America
1991,2011.0,938.0,Theodore Rachmat,Indonesia,67.0,1.3,,Coal,,Asia
1992,2011.0,938.0,Rama Prasad Goenka,India,81.0,1.3,,Diversified,,Asia
1993,2011.0,938.0,Wei Ying-chiao,Taiwan,56.0,1.3,,"food, beverages",,Asia
1994,2011.0,938.0,Wei Yin-Chun,Taiwan,54.0,1.3,,"food, beverages",,Asia
1995,2011.0,938.0,Wei Yin-Heng,Taiwan,52.0,1.3,,"food, beverages",,Asia
1996,2011.0,938.0,Mustafa Latif Topbas,Turkey,67.0,1.3,,"food manufacturing, retail",,Asia
1997,2011.0,938.0,Wei Ing-Chou,Taiwan,58.0,1.3,,"food, beverages",,Asia
1998,2011.0,938.0,Jiang Rensheng & family,China,57.0,1.3,,pharmaceuticals,,Asia
1999,2011.0,938.0,Chris Wallin,Australia,,1.3,,Coal,,Oceania
2000,2011.0,938.0,Gennady Kozovoy,Russia,59.0,1.3,,Coal,,Asia
2001,2011.0,938.0,Alexander Vagin,Russia,52.0,1.3,,Coal,,Asia
2002,2011.0,938.0,Du Jiangtao & family,China,41.0,1.3,,chemicals,,Asia
2003,2011.0,993.0,Chen Tianqiao,China,38.0,1.2,,entertainment,,Asia
2004,2011.0,993.0,Zhang Guiping,China,59.0,1.2,,real estate,,Asia
2005,2011.0,993.0,Zan Shengda,China,48.0,1.2,,Diversified,,Asia
2006,2011.0,993.0,Li Hongxin & family,China,58.0,1.2,,Paper &amp; Related Products,,Asia
2007,2011.0,993.0,Li Jinyuan,China,53.0,1.2,,pharmaceuticals,,Asia
2008,2011.0,993.0,Tang Xiuguo,China,47.0,1.2,,Manufacturing,,Asia
2009,2011.0,993.0,Xu Jingren & family,China,67.0,1.2,,pharmaceuticals,,Asia
2010,2011.0,993.0,Che Jianxin,China,44.0,1.2,,Retail,,Asia
2011,2011.0,993.0,Huang Shih Tsai (Shizai),Hong Kong,59.0,1.2,,real estate,,Asia
2012,2011.0,993.0,Douglas Hsu,Taiwan,68.0,1.2,,Diversified,,Asia
2013,2011.0,993.0,Song Zuowen,China,64.0,1.2,,Diversified,,Asia
2014,2011.0,993.0,Keshub Mahindra,India,87.0,1.2,,Diversified,,Asia
2015,2011.0,993.0,Majid Al Futtaim,United Arab Emirates,,1.2,,"Real estate, retail",,Asia
2016,2011.0,993.0,Tiong Hiew King,Malaysia,76.0,1.2,,timber,,Asia
2017,2011.0,993.0,Roberto Hernandez Ramirez,Mexico,69.0,1.2,,banking,,North America
2018,2011.0,993.0,Patrick Ryan,United States,73.0,1.2,,insurance,,North America
2019,2011.0,993.0,Charlotte Colket Weber,United States,68.0,1.2,,Campbell Soup,,North America
2020,2011.0,993.0,Richard Scaife,United States,78.0,1.2,,Investments,,North America
2021,2011.0,993.0,Bernard Saul,United States,79.0,1.2,,"Banking, real estate",,North America
2022,2011.0,993.0,William Ford Sr.,United States,86.0,1.2,,Ford Motor Co,,North America
2023,2011.0,993.0,Alan Gerry,United States,82.0,1.2,,cable television,,North America
2024,2011.0,993.0,Marguerite Harbert,United States,87.0,1.2,,inheritance,,North America
2025,2011.0,993.0,Sheldon Solow,United States,82.0,1.2,,real estate,,North America
2026,2011.0,993.0,John Morgridge,United States,77.0,1.2,,Cisco,,North America
2027,2011.0,993.0,Kenny Troutt,United States,63.0,1.2,,Excel Communications,,North America
2028,2011.0,993.0,Carl Berg,United States,73.0,1.2,,real estate,,North America
2029,2011.0,993.0,Todd Wagner,United States,50.0,1.2,,Broadcast.com,,North America
2030,2011.0,993.0,Kenneth Morrison,United Kingdom,79.0,1.2,,Retail,,Europe
2031,2011.0,993.0,Lily Safra,Monaco,73.0,1.2,,inheritance,,Europe
2032,2011.0,993.0,Nicholas Pritzker,United States,67.0,1.2,,"hotels, investments",,North America
2033,2011.0,993.0,K Dinesh & family,India,56.0,1.2,,Software,,Asia
2034,2011.0,993.0,Elena Baturina,Russia,48.0,1.2,,construction,,Asia
2035,2011.0,993.0,Sevket Sabanci,Turkey,75.0,1.2,,Diversified,,Asia
2036,2011.0,993.0,Matthew Bucksbaum & family,United States,85.0,1.2,,real estate,,North America
2037,2011.0,993.0,Hajime Satomi,Japan,69.0,1.2,,gaming,,Asia
2038,2011.0,993.0,Suh Kyung-Bae,South Korea,48.0,1.2,,Cosmetics,,Asia
2039,2011.0,993.0,Vincent Tan,Malaysia,,1.2,,Diversified,,Asia
2040,2011.0,993.0,Akio Nitori,Japan,67.0,1.2,,Retail,,Asia
2041,2011.0,993.0,Aubrey McClendon,United States,51.0,1.2,,Natural gas,,North America
2042,2011.0,993.0,Andrei Kosogov,Russia,50.0,1.2,,"oil, telecom, banking",,Asia
2043,2011.0,993.0,Howard Marks,United States,64.0,1.2,,money management,,North America
2044,2011.0,993.0,Henry Swieca,United States,54.0,1.2,,hedge funds,,North America
2045,2011.0,993.0,Bruce Karsh,United States,56.0,1.2,,money management,,North America
2046,2011.0,993.0,Joshua Harris,United States,46.0,1.2,,leveraged buyouts,,North America
2047,2011.0,993.0,Rakesh Jhunjhunwala,India,50.0,1.2,,Investments,,Asia
2048,2011.0,993.0,Alberto Alcocer,Spain,68.0,1.2,,Investments,,Europe
2049,2011.0,993.0,Alberto Cortina,Spain,65.0,1.2,,Investments,,Europe
2050,2011.0,993.0,Andrei Rogachev,Russia,47.0,1.2,,Retail,,Asia
2051,2011.0,993.0,Pyotr Kondrashev,Russia,61.0,1.2,,fertilizers,,Asia
2052,2011.0,993.0,Gavril Yushvaev,Russia,53.0,1.2,,"food industry, real estate",,Asia
2053,2011.0,993.0,Mustafa Vehbi Koc,Turkey,50.0,1.2,,Diversified,,Asia
2054,2011.0,993.0,Lei Jufang,China,58.0,1.2,,pharmaceuticals,,Asia
2055,2011.0,993.0,Brij Bhushan Singal,India,74.0,1.2,,Steel,,Asia
2056,2011.0,993.0,Anatoly Lomakin,Russia,58.0,1.2,,fertilizers,,Asia
2057,2011.0,993.0,Nikolai Maximov & family,Russia,53.0,1.2,,Investments,,Asia
2058,2011.0,993.0,Mehmet Rustu Basaran,Turkey,64.0,1.2,,"bank, gas",,Asia
2059,2011.0,993.0,Mohamed Al Fayed & family,Egypt,78.0,1.2,,Retail,,Africa
2060,2011.0,993.0,C. Dean Metropoulos,United States,64.0,1.2,,Investments,,North America
2061,2011.0,993.0,Mehmet Hattat,Turkey,65.0,1.2,,Diversified,,Asia
2062,2011.0,993.0,Teddy Sagi,Israel,39.0,1.2,,Playtech,,Asia
2063,2011.0,993.0,Mikhail Abyzov,Russia,38.0,1.2,,power,,Asia
2064,2011.0,993.0,Nihat Ozdemir,Turkey,61.0,1.2,,Diversified,,Asia
2065,2011.0,993.0,Bacaksiz Sezai,Turkey,61.0,1.2,,Diversified,,Asia
2066,2011.0,993.0,Andrea Della Valle,Italy,,1.2,,shoes,,Europe
2067,2011.0,1057.0,Larry Yung,China,69.0,1.1,,Diversified,,Asia
2068,2011.0,1057.0,Zhang Cheng Fei,China,43.0,1.1,,Paper &amp; Related Products,,Asia
2069,2011.0,1057.0,Zhu Baoguo & family,China,48.0,1.1,,pharmaceuticals,,Asia
2070,2011.0,1057.0,Wen Yibo & family,China,46.0,1.1,,Manufacturing,,Asia
2071,2011.0,1057.0,Liang Xinjun,China,43.0,1.1,,Diversified,,Asia
2072,2011.0,1057.0,Zhang Zhixiang,China,44.0,1.1,,Steel,,Asia
2073,2011.0,1057.0,He Jinming,China,58.0,1.1,,Retail,,Asia
2074,2011.0,1057.0,Ren Zhengfei,China,67.0,1.1,,Telecom Equipment,,Asia
2075,2011.0,1057.0,Ren Yuanlin,China,57.0,1.1,,Shipbuilding,,Asia
2076,2011.0,1057.0,Geng Jianming,China,48.0,1.1,,real estate,,Asia
2077,2011.0,1057.0,Xiang Wenbo,China,48.0,1.1,,Manufacturing,,Asia
2078,2011.0,1057.0,Mao Zhongwu,China,48.0,1.1,,Manufacturing,,Asia
2079,2011.0,1057.0,Lin Ming-cheng & family,Taiwan,,1.1,,finance,,Asia
2080,2011.0,1057.0,Wu Guangming & family,China,49.0,1.1,,Medical equipment,,Asia
2081,2011.0,1057.0,Chen Jinxia,China,43.0,1.1,,Investments,,Asia
2082,2011.0,1057.0,Xiu Laigui,China,56.0,1.1,,pharmaceuticals,,Asia
2083,2011.0,1057.0,Che Fengsheng,China,48.0,1.1,,pharmaceuticals,,Asia
2084,2011.0,1057.0,Pang Qinghua,China,55.0,1.1,,auto Distribution,,Asia
2085,2011.0,1057.0,Kazuo Inamori & family,Japan,79.0,1.1,,electronics,,Asia
2086,2011.0,1057.0,Nobutoshi Shimamura & family,Japan,85.0,1.1,,Retail,,Asia
2087,2011.0,1057.0,Gerald Harvey,Australia,71.0,1.1,,Retail,,Oceania
2088,2011.0,1057.0,Tetsuro Funai,Japan,84.0,1.1,,electronics,,Asia
2089,2011.0,1057.0,Muneaki Masuda,Japan,60.0,1.1,,media,,Asia
2090,2011.0,1057.0,Peter Lewis,United States,77.0,1.1,,Progressive Corp,,North America
2091,2011.0,1057.0,William Moncrief,United States,91.0,1.1,,oil,,North America
2092,2011.0,1057.0,Sidney Kimmel,United States,83.0,1.1,,Jones Apparel,,North America
2093,2011.0,1057.0,Hope Hill van Beuren & family,United States,77.0,1.1,,Campbell Soup,,North America
2094,2011.0,1057.0,Alexander Spanos & family,United States,87.0,1.1,,real estate,,North America
2095,2011.0,1057.0,Edmund Ansin,United States,75.0,1.1,,Sunbeam Broadcasting,,North America
2096,2011.0,1057.0,Herbert Allen & family,United States,71.0,1.1,,investment banking,,North America
2097,2011.0,1057.0,Michael Krasny,United States,57.0,1.1,,CDW Corp,,North America
2098,2011.0,1057.0,Dan Snyder,United States,46.0,1.1,,Washington Redskins,,North America
2099,2011.0,1057.0,Kenneth Adams,United States,88.0,1.1,,oil,,North America
2100,2011.0,1057.0,Steven Roth,United States,69.0,1.1,,real estate,,North America
2101,2011.0,1057.0,John Sperling,United States,90.0,1.1,,Apollo Group,,North America
2102,2011.0,1057.0,Peter Sperling,United States,51.0,1.1,,Apollo Group,,North America
2103,2011.0,1057.0,Ingeburg Herz,Germany,89.0,1.1,,coffee,,Europe
2104,2011.0,1057.0,Frank Fertitta,United States,49.0,1.1,,"casinos, Ultimate Fighting Championship",,North America
2105,2011.0,1057.0,Yusuf Hamied & family,India,74.0,1.1,,Pharmceuticals,,Asia
2106,2011.0,1057.0,Murat Vargi,Turkey,63.0,1.1,,telecom,,Asia
2107,2011.0,1057.0,Chairul Tanjung,Indonesia,48.0,1.1,,Diversified,,Asia
2108,2011.0,1057.0,Murdaya Poo,Indonesia,70.0,1.1,,Diversified,,Asia
2109,2011.0,1057.0,Enrique Razon,Philippines,51.0,1.1,,ports,,Asia
2110,2011.0,1057.0,Marc Ladreit de Lacharriere,France,70.0,1.1,,finance,,Europe
2111,2011.0,1057.0,Stanley Perron,Australia,88.0,1.1,,"real estate, cars",,Oceania
2112,2011.0,1057.0,Koo Bon-Neung,South Korea,62.0,1.1,,electronics,,Asia
2113,2011.0,1057.0,William Macaulay,United States,65.0,1.1,,energy investments,,North America
2114,2011.0,1057.0,Solomon Lew,Australia,66.0,1.1,,Retail,,Oceania
